User,User Name,Tweet,Time,Following?,Follows?,Followers,Following,Location,Account Age,Website,Language,Profile Image
traderdrone,traderdrone,$QIHU An uncertainty around the co gives you a chance to get in at a deal price. Don't have to be greedy and fish for the bottom.,Fri Sep 11 18:08:39 +0000 2015,false,false,29,51,,"2 years, 11 months",en,Profile Page,
traderdrone,traderdrone,$QIHU vs $AAPL 3 month stock challenge. My pick is $QIHU,Fri Sep 11 18:11:11 +0000 2015,false,false,29,51,,"2 years, 11 months",en,Profile Page,
mathis_m_g,Michael G. Mathis,"13-9 
13-10 Boyer
13-11 great setBoyer k
14-11 SE
14-12 Boyer RA wipe
15-12 Ketcham k
15-13 net on Engelbrecht attack
..
QIHU-14",Fri Sep 11 18:17:34 +0000 2015,false,false,140,83,,"6 years, 1 months",en,Profile Page,
wallstreetscope,WallStreet Scope,"Technology Sector Movers: Juniper Networks, Inc. (JNPR), Qihoo 360 Technology Co. Ltd. (QIHU), Adobe Systems wallstreetscope.com/technology-sec…",Fri Sep 11 18:32:14 +0000 2015,false,false,1586,26,,http://t.co/8pWHo5BlYU,en,Profile Page,
JSears68,The Sears,"$QIHU good bounce this morning... stock being recognized as oversold now &amp; ripe for a move next wk,, targ 48 next FRI",Fri Sep 11 18:44:48 +0000 2015,false,false,155,225,"Indianapolis, IN","3 years, 10 months",en,Profile Page,
Jim5011,jim50,"HGD.TO Horizons BetaPro S&amp;P/TSX Global Gold Bear Plus ETF Exchange
dlvr.it/C7B2M7

$HGD.TO $IWM $TZA $QIHU #HGD.TO #tradeideas…",Fri Sep 11 19:42:57 +0000 2015,false,false,524,495,,"1 years, 10 months",en,Profile Page,
DennyT14,DennyT,"SH ProShares Short S&amp;P 500 Fund Ex-Div Date
dlvr.it/C7BD0G

$SH $QIHU $BRWC $NAT #SH #investing #stocks",Fri Sep 11 19:47:47 +0000 2015,false,false,769,895,,"1 years, 8 months",en,Profile Page,
DennyT14,DennyT,"SH ProShares Short S&amp;P 500 Fund Ex-Div Date
dlvr.it/C7BDZS

$SH $QIHU $BRWC $NAT #SH #investing #stocks",Fri Sep 11 19:47:48 +0000 2015,false,false,769,895,,"1 years, 8 months",en,Profile Page,
DennyT14,DennyT,"SH ProShares Short S&amp;P 500 Fund Ex-Div Date
dlvr.it/C7BCbM

$SH $QIHU $BRWC $NAT #SH #investing #stocks",Fri Sep 11 19:47:48 +0000 2015,false,false,769,895,,"1 years, 8 months",en,Profile Page,
traderdrone,traderdrone,Chalk 'em up $QIHU $43.44 and $AAPL $114.02. Will check back in in 3 months on Dec. 11th.,Fri Sep 11 20:04:50 +0000 2015,false,false,29,51,,"2 years, 11 months",en,Profile Page,
PennyStockingt,Penny Stockington,$GEQU Is Up 942.86% For Our Platinum Members! Get Early Access To Our New Pick: tr.im/oklHO $QIHU $IBM $GWW $ACN,Fri Sep 11 23:21:43 +0000 2015,false,false,15809,0,,"5 months, 4 weeks",en,Profile Page,
StockDawgzz,Stock Dawgzz,We Have Seen INCREDIBLE GAINS On Our Stock Picks Lately! See Our New Pick: goo.gl/Nukfef $QIHU $IBM $GWW $ACN,Fri Sep 11 23:22:47 +0000 2015,false,false,15760,1,,"5 months, 4 weeks",en,Profile Page,
Stockaholics,Stockaholics,"Our Stock Picks Have Gained Over 1,000% In 2 Months! See Our HUGE New Alert: bit.ly/1K6qUKg $QIHU $IBM $GWW $ACN",Fri Sep 11 23:23:09 +0000 2015,false,false,15143,8,,"1 years, 4 months",en,Profile Page,
StockRocketzz,Stock Rocket,Our Stock Alerts Are Seeing Huge Gains! Get Special Early Access To New Picks: tinyurl.com/ptw9sd9 $QIHU $IBM $GWW $ACN,Fri Sep 11 23:25:57 +0000 2015,false,false,14862,1,,"1 years, 4 months",en,Profile Page,
Stockenheimer1,StockenheimerSchmidt,Our Penny Stock Pick On $GEQU Saw Its Value Multiplied Nearly Ten Times In 2 Months! Huge News: ow.ly/RXClY $QIHU $IBM $GWW $ACN,Fri Sep 11 23:26:23 +0000 2015,false,false,5029,0,,"1 years, 4 months",en,Profile Page,
China_Stocks,China Stocks,"#China
 #stocks $QIHU Qihoo 360 Daily:-0.14% Weekly:-9.91% YTD:-24.08% Trend:10 / 100  12Stocks.com/QIHU",Fri Sep 11 23:47:48 +0000 2015,false,false,109,3,"Orlando, FL",http://t.co/r47FKKh5b6,en,Profile Page,
InvestWithConf,InvestWithConf,"$QIHU is rated BUY, 56.3% upside by Wall Street analysts based on average ratings/targets manyratings.com/QIHU pic.twitter.com/ufjCd9i4qb",Sat Sep 12 01:56:02 +0000 2015,false,false,192,0,,"1 years, 6 months",en,Profile Page,
